instrument_id,instrument_name,instrument_price,instrument_material,instrument_type,instrument_brand,instrument_img
119,VESTON KUS 15YW,2810,Яблоня,Укулеле,VESTON,https://www.muztorg.ru/files/sized/f250x250/c7y/6m1/205/vwo/84k/8g0/8wk/0w8/k/c7y6m1205vwo84k8g08wk0w8k.jpg
120,Hora Z1176 Zebrano Укулеле тенор; Hora,7990,Орех,Укулеле,Hora,https://www.muztorg.ru/files/sized/f250x250/f34/dmp/1kl/5kc/gks/ssc/csg/08s/f34dmp1kl5kcgksssccsg08s0.jpg
121,FLIGHT DUS 322 ZEB/ZEB,6440,Липа,Укулеле,FLIGHT,https://www.muztorg.ru/files/sized/f250x250/4s6/tv0/9dw/c8w/gg0/w44/s44/0cs/c/4s6tv09dwc8wgg0w44s440csc.jpg
122,FLIGHT TUC-UCU U Can Uke,4190,Сосна,Укулеле,FLIGHT,https://www.muztorg.ru/files/sized/f250x250/dmv/va9/xul/88w/gog/s0w/sgc/oc8/8/dmvva9xul88wgogs0wsgcoc88.jpeg
123,ENYA EUS-25D,9200,Береза,Укулеле,ENYA,https://www.muztorg.ru/files/sized/f250x250/1fe/0zh/f8t/5og/0kc/gcg/48o/c48/8/1fe0zhf8t5og0kcgcg48oc488.jpg
124,KA-20S,3900,Клен,Укулеле,KA-20S,https://www.muztorg.ru/files/sized/f250x250/96a/mvb/gdr/4g8/8s4/wgs/g4o/gc0/g/96amvbgdr4g88s4wgsg4ogc0g.jpg
125,KALA KA-PWC Kala Pacific Walnut Concert Ukulele,8400,Орех,Укулеле,KALA,https://www.muztorg.ru/files/sized/f250x250/3wm/zp1/7fg/mio/k8c/c40/ogc/88s/8/3wmzp17fgmiok8cc40ogc88s8.jpg
126,KA-TEAK-C,4575,Ольха,Укулеле,KA-TEAK-C,https://www.muztorg.ru/files/sized/f250x250/ac6/m1u/imk/gwg/0kk/kkk/wsk/og8/g/ac6m1uimkgwg0kkkkkwskog8g.jpg
127,FLIGHT TUC KITTY,4190,Липа,Укулеле,FLIGHT,https://www.muztorg.ru/files/sized/f250x250/73k/fhn/6p5/kw0/4sw/wk4/0s0/s80/g/73kfhn6p5kw04swwk40s0s80g.jpeg
128,ENYA NOVA U/BK,13200,Сосна,Укулеле,ENYA,https://www.muztorg.ru/files/sized/f250x250/aek/l15/vev/8ws/k0c/c80/s8s/48s/k/aekl15vev8wsk0cc80s8s48sk.jpg
129,FLIGHT DUC380 CEQ TOPAZ,9490,Липа,Укулеле,FLIGHT,https://www.muztorg.ru/files/sized/f250x250/8p0/1no/ihx/9oo/0o4/s0c/w48/g4s/c/8p01noihx9oo0o4s0cw48g4sc.jpeg
130,Kaimana UK-21M NS,2341,Дуб,Укулеле,Kaimana,https://www.muztorg.ru/files/sized/f250x250/3sl/va1/b89/mgw/0kk/0wc/kgs/kco/4/3slva1b89mgw0kk0wckgskco4.png
131,TERRIS JUS-20 BANANA,2210,Орех,Укулеле,TERRIS,https://www.muztorg.ru/files/sized/f250x250/3ik/x4g/rg9/hgk/s00/4o4/gc4/g44/o/3ikx4grg9hgks004o4gc4g44o.jpg
132,Belucci XU23-11 Black,1901,Ольха,Укулеле,Belucci,https://www.muztorg.ru/files/sized/f250x250/do5/ay5/jxe/j48/c0o/og4/80w/gkc/c/do5ay5jxej48c0oog480wgkcc.jpg
133,FLIGHT TUS 53 MAH,3630,Дуб,Укулеле,FLIGHT,https://www.muztorg.ru/files/sized/f250x250/eqc/ybo/m7x/cg8/8c0/cs0/ooc/cc4/g/eqcybom7xcg88c0cs0ooccc4g.jpeg
134,CORDOBA 15 TM,13200,Орех,Укулеле,CORDOBA,https://www.muztorg.ru/files/sized/f250x250/2ok/dzg/tbh/y0w/8g4/0o4/ksk/s48/k/2okdzgtbhy0w8g40o4ksks48k.jpg
135,WIKI UK40/C,5000,Ольха,Укулеле,WIKI,https://www.muztorg.ru/files/sized/f250x250/do3/bwg/bic/tck/wgg/444/okc/sgw/do3bwgbictckwgg444okcsgw0.jpg
136,FLIGHT DUS 371 MAH,6290,Сосна,Укулеле,FLIGHT,https://www.muztorg.ru/files/sized/f250x250/alt/tt5/ndt/vcw/co0/4sc/ggw/wwg/c/alttt5ndtvcwco04scggwwwgc.jpg
137,FLIGHT TUS-35 GR,3250,Липа,Укулеле,FLIGHT,https://www.muztorg.ru/files/sized/f250x250/e0u/djc/vi8/sg0/0gk/sgg/g4s/8wk/w/e0udjcvi8sg00gksggg4s8wkw.jpeg
138,FLIGHT VICTORIA CONCERT CE,17910,Клен,Укулеле,FLIGHT,https://www.muztorg.ru/files/sized/f250x250/d74/io4/a09/mo0/ocw/0kg/cos/48o/s/d74io4a09mo0ocw0kgcos48os.jpg
139,FLIGHT TUS40 ARCANA,3630,Береза,Укулеле,FLIGHT,https://www.muztorg.ru/files/sized/f250x250/63g/3e5/j8t/rc4/8kw/wc0/8wc/owo/k/63g3e5j8trc48kwwc08wcowok.jpg
140,TERRIS PLUS BUS,2080,Береза,Укулеле,TERRIS,https://www.muztorg.ru/files/sized/f250x250/56s/np7/mp8/zcw/4c4/w4w/sc8/cs4/4/56snp7mp8zcw4c4w4wsc8cs44.jpg
141,VESTON KUS 20NT,3640,Сосна,Укулеле,VESTON,https://www.muztorg.ru/files/sized/f250x250/eb0/kwi/w6b/400/gs4/skg/o88/sgc/g/eb0kwiw6b400gs4skgo88sgcg.jpg
142,Fabio XU21-22 N,2526,Махонь,Укулеле,Fabio,https://www.muztorg.ru/files/sized/f250x250/4ww/knx/k6u/9kw/408/8o4/ccs/004/4wwknxk6u9kw4088o4ccs0040.jpg
143,FLIGHT TUC-40 GD MANDALA,4190,Пластик,Укулеле,FLIGHT,https://www.muztorg.ru/files/sized/f250x250/5zl/38l/nvi/loo/kks/w0w/40g/88s/s/5zl38lnvilookksw0w40g88ss.jpeg
144,FLIGHT TUC-EE SUNSET Elise Ecklund,4280,Дуб,Укулеле,FLIGHT,https://www.muztorg.ru/files/sized/f250x250/7hu/oct/zh7/xs8/8g4/o0s/8k8/04o/4/7huoctzh7xs88g4o0s8k804o4.jpeg
145,CORDOBA 15 SM,11600,Пластик,Укулеле,CORDOBA,https://www.muztorg.ru/files/sized/f250x250/azb/7fp/19s/6ww/go8/oos/gwk/g04/k/azb7fp19s6wwgo8oosgwkg04k.jpg
146,TERRIS PLUS 70 BUNNY,2230,Сосна,Укулеле,TERRIS,https://www.muztorg.ru/files/sized/f250x250/d66/itv/sqa/w8o/s4k/0os/c08/o8g/d66itvsqaw8os4k0osc08o8g0.jpeg
147,Belucci XU21-11 Red,1462,Пластик,Укулеле,Belucci,https://www.muztorg.ru/files/sized/f250x250/bmq/6uq/9z0/tck/s4c/wcc/4gg/ggk/8/bmq6uq9z0tcks4cwcc4ggggk8.jpg
148,KA-20TE,7200,Сосна,Укулеле,KA-20TE,https://www.muztorg.ru/files/sized/f250x250/679/t0g/10m/ko4/4w8/gkg/k4k/ows/679t0g10mko44w8gkgk4kows.jpg
149,FLIGHT TUS 40 SPACE,3630,Ольха,Укулеле,FLIGHT,https://www.muztorg.ru/files/sized/f250x250/12g/b5j/bxv/7r4/0kc/8wo/sg0/kcw/12gb5jbxv7r40kc8wosg0kcw0.jpg
150,TERRIS JUS-10 VIO,1880,Клен,Укулеле,TERRIS,https://www.muztorg.ru/files/sized/f250x250/3ua/utb/3zw/yyo/08k/wgg/80w/4w8/3uautb3zwyyo08kwgg80w4w80.jpg
151,VESTON KUC100 BK,3180,Береза,Укулеле,VESTON,https://www.muztorg.ru/files/sized/f250x250/33y/oya/ktx/q2o/co0/k00/48k/wg8/8/33yoyaktxq2oco0k0048kwg88.jpeg
152,FLIGHT TUC-55 MANGO,4280,Ольха,Укулеле,FLIGHT,https://www.muztorg.ru/files/sized/f250x250/577/8n6/dxo/y8s/s4o/ogw/g88/cog/k/5778n6dxoy8ss4oogwg88cogk.jpg
153,FLIGHT TUS 35 OR,3250,Яблоня,Укулеле,FLIGHT,https://www.muztorg.ru/files/sized/f250x250/bmk/va3/396/9kw/ok0/0w4/40o/os4/o/bmkva33969kwok00w440oos4o.jpg
154,KALA KA-EBY-S Kala Ebony Soprano Ukulele,12325,Махонь,Укулеле,KALA,https://www.muztorg.ru/files/sized/f250x250/6wg/99x/p5u/q4o/s40/cw0/kos/4so/k/6wg99xp5uq4os40cw0kos4sok.jpg
155,FLIGHT DUC380 CORAL,6970,Сосна,Укулеле,FLIGHT,https://www.muztorg.ru/files/sized/f250x250/78l/ari/kpl/m88/sgo/ssw/048/k4k/o/78larikplm88sgossw048k4ko.jpeg
156,KA-MRT-BLU-S,4125,Клен,Укулеле,KA-MRT-BLU-S,https://www.muztorg.ru/files/sized/f250x250/5sd/onj/qbl/7k0/s08/c00/808/4cw/4/5sdonjqbl7k0s08c008084cw4.jpg
157,TERRIS PLUS-50 BK,1880,Махонь,Укулеле,TERRIS,https://www.muztorg.ru/files/sized/f250x250/633/njh/stp/zoc/wkk/wwc/gsg/gg8/g/633njhstpzocwkkwwcgsggg8g.jpg
158,KALA KA-CEM Kala Concert Exotic Mahogany Ukulele,8181,Ольха,Укулеле,KALA,https://www.muztorg.ru/files/sized/f250x250/88q/b3e/uah/0cg/wg4/ksw/o4g/g04/88qb3euah0cgwg4kswo4gg040.jpg
159,TERRIS PLUS SPIKE,2080,Сосна,Укулеле,TERRIS,https://www.muztorg.ru/files/sized/f250x250/84k/250/c5h/zgo/o8o/g0o/ssg/wc8/k/84k250c5hzgoo8og0ossgwc8k.jpg
160,FLIGHT SPIRIT CONCERT EQ-A,36800,Сосна,Укулеле,FLIGHT,https://www.muztorg.ru/files/sized/f250x250/6dq/i75/7zb/yg4/40o/88o/0gs/gcc/4/6dqi757zbyg440o88o0gsgcc4.jpg
161,LANIKAI FM-T,16640,Махонь,Укулеле,LANIKAI,https://www.muztorg.ru/files/sized/f250x250/eez/dzv/8p1/hk4/0ck/44g/wkg/woc/4/eezdzv8p1hk40ck44gwkgwoc4.jpg
162,FLIGHT TUC-55 AMARA,4280,Сосна,Укулеле,FLIGHT,https://www.muztorg.ru/files/sized/f250x250/dv4/z9d/j4a/xkc/0s4/804/gcg/o8k/s/dv4z9dj4axkc0s4804gcgo8ks.jpeg
163,CORDOBA 28C CONCERT UKULELE HAWAIIAN KOA,15530,Липа,Укулеле,CORDOBA,https://www.muztorg.ru/files/sized/f250x250/dmw/5wk/ydf/zco/ws8/ss0/cg8/88g/c/dmw5wkydfzcows8ss0cg888gc.jpg
164,FLIGHT TUS 30 SLO,3630,Сосна,Укулеле,FLIGHT,https://www.muztorg.ru/files/sized/f250x250/14f/em5/mac/70g/sw0/0wo/08c/80s/14fem5mac70gsw00wo08c80s.jpg
165,VESTON KUS 15RD,2810,Орех,Укулеле,VESTON,https://www.muztorg.ru/files/sized/f250x250/12g/kcf/j1o/vz4/k40/8og/sgc/wc4/c/12gkcfj1ovz4k408ogsgcwc4c.jpg
166,Hora W1176 Walnut Укулеле тенор,9670,Береза,Укулеле,Hora,https://www.muztorg.ru/files/sized/f250x250/15u/xnw/kdo/4as/okg/w08/0g4/gkw/w/15uxnwkdo4asokgw080g4gkww.jpg
167,LANIKAI MA-CET,19680,Яблоня,Укулеле,LANIKAI,https://www.muztorg.ru/files/sized/f250x250/13t/330/mrx/yhw/4ks/wkw/sc4/04g/g/13t330mrxyhw4kswkwsc404gg.jpg
168,LANIKAI QM-BKCEC,32400,Яблоня,Укулеле,LANIKAI,https://www.muztorg.ru/files/sized/f250x250/eqi/8pz/03e/mg4/s4c/0ks/w44/4s0/g/eqi8pz03emg4s4c0ksw444s0g.jpg
169,FLIGHT AUC-33 Cupcake,6340,Клен,Укулеле,FLIGHT,https://www.muztorg.ru/files/sized/f250x250/djr/ols/0rz/0o4/kgo/kg4/w0g/c0g/k/djrols0rz0o4kgokg4w0gc0gk.jpeg
170,WATERMAN by KALA KA-SWB-RD Waterman Tomato Red Matte Soprano Ukulel,2768,Махонь,Укулеле,WATERMAN,https://www.muztorg.ru/files/sized/f250x250/de3/ogk/iku/ggs/o4w/gco/sc4/ww0/g/de3ogkikuggso4wgcosc4ww0g.jpg
171,KALA KA-PWS Kala Pacific Walnut Soprano Ukulele,7725,Клен,Укулеле,KALA,https://www.muztorg.ru/files/sized/f250x250/exo/ioo/j6a/tws/o80/80s/owk/kg8/8/exoiooj6atwso8080sowkkg88.jpg
172,LANIKAI ACST-C,21050,Липа,Укулеле,LANIKAI,https://www.muztorg.ru/files/sized/f250x250/c2t/n3n/l77/hko/04w/s4c/g00/ks8/g/c2tn3nl77hko04ws4cg00ks8g.jpg
173,FLIGHT DUC 525 SP/ZEB,10220,Орех,Укулеле,FLIGHT,https://www.muztorg.ru/files/sized/f250x250/dep/mmm/0rv/2o8/4sg/k8o/08k/88g/8/depmmm0rv2o84sgk8o08k88g8.jpeg
174,Fabio XU23-22 BK,2659,Береза,Укулеле,Fabio,https://www.muztorg.ru/files/sized/f250x250/1u8/dne/kw5/j8k/swg/cgw/k04/oos/1u8dnekw5j8kswgcgwk04oos0.jpg
175,FENDER ZUMA Classic Ukulele Candy Apple Red,20100,Клен,Укулеле,FENDER,https://www.muztorg.ru/files/sized/f250x250/1a8/nlg/7rb/9k0/gc4/o88/oc0/ggc/c/1a8nlg7rb9k0gc4o88oc0ggcc.jpg
176,VESTON KUC100 AC,3490,Ольха,Укулеле,VESTON,https://www.muztorg.ru/files/sized/f250x250/5rj/1xi/w1v/9c0/4gc/kgo/sk8/k44/s/5rj1xiw1v9c04gckgosk8k44s.jpeg
177,KA-20CE,6600,Яблоня,Укулеле,KA-20CE,https://www.muztorg.ru/files/sized/f250x250/4rz/8wx/j4w/lgk/s8c/408/csg/cgg/4/4rz8wxj4wlgks8c408csgcgg4.jpg
178,Kaimana UK-23M PPM,2681,Ольха,Укулеле,Kaimana,https://www.muztorg.ru/files/sized/f250x250/5vy/0ei/y6b/tkw/s4w/44c/cw8/k4o/c/5vy0eiy6btkws4w44ccw8k4oc.png
179,CORDOBA 21C Concert,16650,Береза,Укулеле,CORDOBA,https://www.muztorg.ru/files/sized/f250x250/3t3/m7y/7gv/mww/40s/0kk/08g/o8w/4/3t3m7y7gvmww40s0kk08go8w4.jpg
180,WATERMAN by KALA KA-SWF-OR Waterman Fluorescent Orange; Soprano Ukulele,2768,Яблоня,Укулеле,WATERMAN,https://www.muztorg.ru/files/sized/f250x250/af7/msm/ndh/60o/4kg/4wg/woc/0ks/o/af7msmndh60o4kg4wgwoc0kso.jpg
181,TERRIS PLUC 23 BK,2120,Орех,Укулеле,TERRIS,https://www.muztorg.ru/files/sized/f250x250/dkm/wot/xxs/nk8/ogs/ko0/k0o/8o4/k/dkmwotxxsnk8ogsko0k0o8o4k.jpeg
182,Kaimana UK-21H NA,2342,Ольха,Укулеле,Kaimana,https://www.muztorg.ru/files/sized/f250x250/c7h/161/dtm/8g8/c48/wok/w0k/ss8/c/c7h161dtm8g8c48wokw0kss8c.jpg
183,CORDOBA 20 TM,20300,Махонь,Укулеле,CORDOBA,https://www.muztorg.ru/files/sized/f250x250/3i6/a9s/typ/m0w/404/4w4/888/0c0/o/3i6a9stypm0w4044w48880c0o.jpg
184,TERRIS PLUS-50 VIO,1880,Клен,Укулеле,TERRIS,https://www.muztorg.ru/files/sized/f250x250/1tj/h9a/69i/sg0/8kw/k48/4og/w84/o/1tjh9a69isg08kwk484ogw84o.jpg
185,FLIGHT DIANA CE,16420,Липа,Укулеле,FLIGHT,https://www.muztorg.ru/files/sized/f250x250/9tl/w8o/423/cco/os8/wkk/cw0/cck/9tlw8o423ccoos8wkkcw0cck.jpeg
186,KALA MK-SS/GRN MAKALA SHARK; SOPRANO UKULELE; SURF GREEN,4050,Орех,Укулеле,KALA,https://www.muztorg.ru/files/sized/f250x250/155/ae0/c2u/8hw/co8/0wk/ogc/w4o/8/155ae0c2u8hwco80wkogcw4o8.jpg
187,Belucci XU21-11 Yellow,1462,Ольха,Укулеле,Belucci,https://www.muztorg.ru/files/sized/f250x250/etx/l4i/etm/y0o/o0g/4k0/0ow/sgc/c/etxl4ietmy0oo0g4k00owsgcc.jpg
188,FLIGHT DUC410 QA,10890,Пластик,Укулеле,FLIGHT,https://www.muztorg.ru/files/sized/f250x250/3lb/0ur/nm3/cow/gk4/o0k/coo/kog/3lb0urnm3cowgk4o0kcookog0.jpeg
189,FLIGHT TUC-35 DB,3730,Липа,Укулеле,FLIGHT,https://www.muztorg.ru/files/sized/f250x250/5sg/7xm/ltb/uo0/ks0/wkc/kkc/gkw/k/5sg7xmltbuo0ks0wkckkcgkwk.jpg
190,TERRIS PLUS DINO,2080,Липа,Укулеле,TERRIS,https://www.muztorg.ru/files/sized/f250x250/e9o/hr4/vmd/7w4/ws0/4s4/cwk/40k/g/e9ohr4vmd7w4ws04s4cwk40kg.jpg
191,KA-20C,4950,Орех,Укулеле,KA-20C,https://www.muztorg.ru/files/sized/f250x250/6d6/v76/6m4/8gs/ww8/okw/0sg/0kk/c/6d6v766m48gsww8okw0sg0kkc.jpg
192,Kaimana UK-21 BKS,2191,Пластик,Укулеле,Kaimana,https://www.muztorg.ru/files/sized/f250x250/1x3/0dy/giy/zi8/w48/os4/00g/0ko/s/1x30dygiyzi8w48os400g0kos.png
193,Enya EUC-25D/BL,10500,Пластик,Укулеле,Enya,https://www.muztorg.ru/files/sized/f250x250/8zu/l5u/sui/m0w/wwo/w8w/4w4/kcw/8/8zul5usuim0wwwow8w4w4kcw8.jpg
194,KALA MK-SS/RED MAKALA SHARK; SOPRANO UKULELE; RED SEA.,4050,Ольха,Укулеле,KALA,https://www.muztorg.ru/files/sized/f250x250/dc9/dw0/upw/iok/0c8/c8k/ggw/4ws/g/dc9dw0upwiok0c8c8kggw4wsg.jpg
195,TERRIS PLUS-50 RD,1880,Береза,Укулеле,TERRIS,https://www.muztorg.ru/files/sized/f250x250/dbj/3rc/dut/mgw/kk8/kws/8sw/gc8/dbj3rcdutmgwkk8kws8swgc80.jpg
196,TERRIS PLUS-50 BL,1880,Орех,Укулеле,TERRIS,https://www.muztorg.ru/files/sized/f250x250/eq8/nx3/sa3/io8/o0s/s88/w4k/cg8/eq8nx3sa3io8o0ss88w4kcg80.jpg
197,TERRIS PLUS 70 MOTO,2230,Липа,Укулеле,TERRIS,https://www.muztorg.ru/files/sized/f250x250/7l7/3da/ce8/s0s/wkk/wkk/csw/okg/k/7l73dace8s0swkkwkkcswokgk.jpeg
198,FLIGHT DUC328 CEQ SP/ZEB,9980,Береза,Укулеле,FLIGHT,https://www.muztorg.ru/files/sized/f250x250/3zx/645/h77/gys/sgk/ck0/wsg/ckk/3zx645h77gyssgkck0wsgckk.jpeg
199,FLIGHT TUS EE SUNSET,4090,Пластик,Укулеле,FLIGHT,https://www.muztorg.ru/files/sized/f250x250/72z/0so/hcr/400/kwc/ko0/0cc/wgk/k/72z0sohcr400kwcko00ccwgkk.jpg
200,TERRIS JUS-10 RD,1880,Махонь,Укулеле,TERRIS,https://www.muztorg.ru/files/sized/f250x250/14f/ew2/7re/hb4/gs8/cs0/kkk/ksc/s/14few27rehb4gs8cs0kkkkscs.jpg
201,FLIGHT DUB 38 CEQ MAH/MAH,12700,Орех,Укулеле,FLIGHT,https://www.muztorg.ru/files/sized/f250x250/dax/eh9/2cr/54o/ggc/gwk/kow/wwc/w/daxeh92cr54oggcgwkkowwwcw.jpg
202,WIKI UK20T,7290,Береза,Укулеле,WIKI,https://www.muztorg.ru/files/sized/f250x250/45e/s64/k9h/hs0/c8k/ocg/s8o/ogg/o/45es64k9hhs0c8kocgs8ooggo.jpg
203,LANIKAI ACST-CET,31750,Орех,Укулеле,LANIKAI,https://www.muztorg.ru/files/sized/f250x250/ejg/c2t/5rx/5kc/kww/s84/04s/occ/c/ejgc2t5rx5kckwws8404soccc.jpg
204,VESTON KUS100 DESERT,2560,Липа,Укулеле,VESTON,https://www.muztorg.ru/files/sized/f250x250/cem/02s/x22/hsg/8s0/0wg/ko0/k4c/cem02sx22hsg8s00wgko0k4c0.jpeg
205,LANIKAI MRS-CEC,39450,Сосна,Укулеле,LANIKAI,https://www.muztorg.ru/files/sized/f250x250/6ed/yza/mnd/0o4/8kw/gs0/kks/k4s/8/6edyzamnd0o48kwgs0kksk4s8.jpeg
206,KA-20T,5850,Махонь,Укулеле,KA-20T,https://www.muztorg.ru/files/sized/f250x250/4dm/r9s/iwo/ns4/wsg/04s/k04/00g/g/4dmr9siwons4wsg04sk0400gg.jpg
207,Kaimana UK-23H NS,2597,Ольха,Укулеле,Kaimana,https://www.muztorg.ru/files/sized/f250x250/ebt/i1z/e31/coc/kso/0ko/8k0/goc/k/ebti1ze31cockso0ko8k0gock.jpg
208,KALA MK-SS/BLU MAKALA SHARK; SOPRANO UKULELE; MAKO BLUE,5400,Ольха,Укулеле,KALA,https://www.muztorg.ru/files/sized/f250x250/edo/dxa/hhj/egw/cg4/w0c/kcg/wwo/w/edodxahhjegwcg4w0ckcgwwow.jpg
209,TERRIS PLUS 70 DRIADA,2230,Орех,Укулеле,TERRIS,https://www.muztorg.ru/files/sized/f250x250/3zq/2mv/n4o/bok/ksw/cos/c4s/8w4/8/3zq2mvn4obokkswcosc4s8w48.jpeg
210,Belucci XU21-11D RU Flag,1861,Сосна,Укулеле,Belucci,https://www.muztorg.ru/files/sized/f250x250/9sf/v7c/xt4/y88/g48/ocs/kgc/040/g/9sfv7cxt4y88g48ocskgc040g.jpg
211,VESTON KUS 15OR,2810,Дуб,Укулеле,VESTON,https://www.muztorg.ru/files/sized/f250x250/14g/l8i/rn2/9ms/g84/ocw/kg8/4ow/4/14gl8irn29msg84ocwkg84ow4.jpg
212,WATERMAN by KALA KA-SWB-YL Waterman Pale Yellow; Matte; Soprano Ukulele,3485,Махонь,Укулеле,WATERMAN,https://www.muztorg.ru/files/sized/f250x250/efv/q85/18u/tc0/8so/kgg/o4g/sco/efvq8518utc08sokggo4gsco0.jpg
213,KALA KA-SEM Kala Soprano Exotic Mahogany Ukulele,6991,Сосна,Укулеле,KALA,https://www.muztorg.ru/files/sized/f250x250/dd7/zhl/gk9/sg8/880/4oc/444/0ok/8/dd7zhlgk9sg88804oc4440ok8.jpg
214,LANIKAI QM-RDCET,33550,Яблоня,Укулеле,LANIKAI,https://www.muztorg.ru/files/sized/f250x250/12r/gnp/eng/lb4/kkw/8w0/swg/s48/g/12rgnpenglb4kkw8w0swgs48g.jpg
215,FLIGHT DIANA TE,16950,Ольха,Укулеле,FLIGHT,https://www.muztorg.ru/files/sized/f250x250/brk/85o/sm4/48c/8k8/oko/0wg/gww/8/brk85osm448c8k8oko0wggww8.jpeg
216,VESTON KUS-15 BL I,2560,Яблоня,Укулеле,VESTON,https://www.muztorg.ru/files/sized/f250x250/44x/7t5/y89/t0k/gck/cww/0ck/0sw/8/44x7t5y89t0kgckcww0ck0sw8.jpeg
217,Belucci XU23-11 Coffee,1901,Клен,Укулеле,Belucci,https://www.muztorg.ru/files/sized/f250x250/898/kwl/5e5/b0g/k44/kgk/8ow/c4c/s/898kwl5e5b0gk44kgk8owc4cs.jpg
218,WIKI UK/ESP,3032,Береза,Укулеле,WIKI,https://www.muztorg.ru/files/sized/f250x250/dzn/qyw/90f/rc4/8cw/g0s/oog/w8c/k/dznqyw90frc48cwg0soogw8ck.jpg
219,LANIKAI SPST-C,18510,Яблоня,Укулеле,LANIKAI,https://www.muztorg.ru/files/sized/f250x250/4ci/cae/s0o/y4g/osk/ks4/4sk/kwg/k/4cicaes0oy4goskks44skkwgk.jpg
220,FLIGHT TUS 25 BUS,3630,Пластик,Укулеле,FLIGHT,https://www.muztorg.ru/files/sized/f250x250/6pe/4ly/fjj/04c/oos/wkc/080/c8o/g/6pe4lyfjj04cooswkc080c8og.jpeg
221,LANIKAI FM-C,15310,Яблоня,Укулеле,LANIKAI,https://www.muztorg.ru/files/sized/f250x250/33t/6rv/c90/18g/cok/08o/okc/wkk/o/33t6rvc9018gcok08ookcwkko.jpg
222,FLIGHT DUC445 ACACIA,11650,Сосна,Укулеле,FLIGHT,https://www.muztorg.ru/files/sized/f250x250/8bw/x8j/6zl/4ow/ws0/8w4/gg8/co8/g/8bwx8j6zl4owws08w4gg8co8g.jpeg
223,FLIGHT DUS 450 MAN/MAN,10310,Липа,Укулеле,FLIGHT,https://www.muztorg.ru/files/sized/f250x250/8ov/hso/l1d/kg8/co8/8s8/k0k/wc0/4/8ovhsol1dkg8co88s8k0kwc04.jpeg
224,FLIGHT PHANTOM TENOR EQ-A,28950,Махонь,Укулеле,FLIGHT,https://www.muztorg.ru/files/sized/f250x250/6n2/tbv/2mv/cg8/oc4/4ko/w0o/gcc/4/6n2tbv2mvcg8oc44kow0ogcc4.jpg
225,Kaimana UK-23M BK,2437,Сосна,Укулеле,Kaimana,https://www.muztorg.ru/files/sized/f250x250/c38/0xk/r1h/bks/4kc/04s/kck/00c/8/c380xkr1hbks4kc04skck00c8.png
226,FLIGHT VICTORIA CONCERT SOUNDWAVE,26650,Орех,Укулеле,FLIGHT,https://www.muztorg.ru/files/sized/f250x250/eqc/4lu/wl2/4o4/k4g/sos/ws0/cc4/4/eqc4luwl24o4k4gsosws0cc44.jpeg
227,VESTON KUS 15BL,2810,Ольха,Укулеле,VESTON,https://www.muztorg.ru/files/sized/f250x250/5ko/j7m/el9/poo/ggs/ccg/swg/ssc/8/5koj7mel9pooggsccgswgssc8.jpg
228,GRETSCH G9110 Concert Standard Ukulele,23600,Яблоня,Укулеле,GRETSCH,https://www.muztorg.ru/files/sized/f250x250/ek6/awg/vs1/ygo/csk/0c0/o48/g8g/ek6awgvs1ygocsk0c0o48g8g0.jpg
229,TERRIS PLUS 70 SPACE,2230,Липа,Укулеле,TERRIS,https://www.muztorg.ru/files/sized/f250x250/4ka/j8e/475/0kk/kgw/4ow/ow8/scc/4/4kaj8e4750kkkgw4owow8scc4.jpeg
230,Fabio UK21-550 EQ Mahagoni,3390,Клен,Укулеле,Fabio,https://www.muztorg.ru/files/sized/f250x250/5mh/zxp/zzv/5s0/444/g8s/okw/cgo/w/5mhzxpzzv5s0444g8sokwcgow.jpg
231,Belucci XU23-11 Blue,1901,Сосна,Укулеле,Belucci,https://www.muztorg.ru/files/sized/f250x250/2j3/d3l/kc7/rms/808/o04/ksc/4s4/c/2j3d3lkc7rms808o04ksc4s4c.jpg
232,FLIGHT DUC430 DAO,8740,Орех,Укулеле,FLIGHT,https://www.muztorg.ru/files/sized/f250x250/86u/j6k/cwk/rgg/0c4/ok8/04w/woc/w/86uj6kcwkrgg0c4ok804wwocw.jpg
233,FLIGHT DUC460 EQ AMARA,13510,Ольха,Укулеле,FLIGHT,https://www.muztorg.ru/files/sized/f250x250/eqi/jax/uwq/xkc/s88/wk0/ow0/csg/8/eqijaxuwqxkcs88wk0ow0csg8.jpeg
234,VESTON KUS-15 VIO I,2560,Махонь,Укулеле,VESTON,https://www.muztorg.ru/files/sized/f250x250/4ox/w3o/fcf/vac/0c0/sgo/gkc/k0w/o/4oxw3ofcfvac0c0sgogkck0wo.jpeg
235,KA-TEAK-S,4125,Липа,Укулеле,KA-TEAK-S,https://www.muztorg.ru/files/sized/f250x250/d0i/562/wyi/p4o/4w8/8wo/gw0/okg/d0i562wyip4o4w88wogw0okg0.jpg
236,Kaimana UK-21 N,2448,Сосна,Укулеле,Kaimana,https://www.muztorg.ru/files/sized/f250x250/dmz/bvt/px6/nks/448/cco/4gk/ggw/w/dmzbvtpx6nks448cco4gkggww.png
237,Fabio XU21-21D RU Flag,1861,Клен,Укулеле,Fabio,https://www.muztorg.ru/files/sized/f250x250/542/385/7fh/8w8/4gg/8k4/sco/sgc/4/5423857fh8w84gg8k4scosgc4.jpg
